0,1,2
41.42017,-30.421106,normal
-19.589752,23.000668,normal
18.214222,33.858894,normal
16.826567,84.49154,normal
57.83041,-87.11656,normal
17.30603,-9.461931,normal
54.473938,-36.760082,normal
10.845191,-29.204119,normal
25.412178,-19.466482,normal
-27.061264,6.4811234,normal
-75.21015,45.731762,normal
-27.57223,31.100506,normal
21.75348,32.6005,normal
52.518818,-3.5510402,normal
16.987356,33.807,normal
-4.855419,-13.388265,normal
-91.90368,-9.371808,normal
-47.71035,4.142507,normal
16.24708,-29.185818,normal
11.72081,-39.43065,normal
36.011738,-38.46264,normal
-47.83812,60.535526,normal
-0.31688192,-7.886589,normal
-72.73348,-21.076529,normal
-62.319843,17.568974,normal
-21.490438,33.175182,normal
-49.820168,56.57934,normal
28.982775,-11.244378,normal
-17.39208,29.500566,normal
-49.633793,51.02536,normal
-32.491318,24.037954,normal
40.641853,3.5062602,normal
25.157846,27.045614,normal
29.339413,-16.60022,normal
-76.07765,46.337944,normal
69.26461,-59.293358,normal
3.9556167,-95.48768,normal
92.984406,40.830864,normal
-58.022087,35.65949,normal
-1.0223657,16.958344,normal
-68.18397,0.86733097,normal
-51.735985,-58.22098,normal
52.344494,21.452232,normal
-41.651337,46.717464,normal
5.980871,0.42909634,normal
-42.912594,10.319066,normal
-36.153667,64.552155,normal
-11.017414,-36.042877,normal
-56.672047,-8.053825,normal
14.406613,44.7622,normal
-29.644087,13.851173,normal
-88.43483,-10.825151,normal
-0.3169145,-33.143166,normal
-102.3768,2.4838574,normal
42.527443,79.669624,normal
-40.74836,-85.40413,normal
10.102534,72.72891,normal
-69.245674,44.123623,normal
61.40392,20.268291,normal
-88.67623,-36.80775,normal
-41.282433,-38.547672,normal
60.873848,-9.1845875,normal
-32.211742,25.177973,normal
19.262459,-70.532104,normal
-80.80053,-47.31029,normal
49.54519,38.70991,normal
-43.04081,75.35834,normal
-3.0930066,64.772606,normal
-20.865004,-0.4729597,normal
-48.653465,52.29963,normal
90.95375,19.674858,normal
56.872807,-28.103634,normal
-90.604935,-16.302277,normal
75.32249,16.912302,normal
-52.001884,50.28661,normal
49.081398,3.0744758,normal
-40.41688,-42.526516,normal
-25.590126,17.592587,normal
94.95278,-47.86167,normal
27.189917,-13.35972,normal
36.03155,-36.500988,normal
-90.73483,-18.010706,normal
-58.03933,-53.277073,normal
5.611948,0.037885454,normal
21.996626,-55.573673,normal
5.1120787,-99.69186,normal
-4.8228154,-1.1106106,normal
-52.33244,16.93338,normal
26.92787,-5.341555,normal
-66.282135,35.21041,normal
-16.460058,22.931273,normal
80.59195,2.8903968,normal
-60.295013,59.244904,normal
70.65068,-58.75541,normal
47.670784,75.50941,normal
-14.315644,31.489752,normal
-52.505363,12.442882,normal
-26.340693,-12.505176,normal
-7.004672,27.82968,normal
56.04099,-21.080557,normal
10.386427,-22.571613,normal
-64.337456,39.49589,normal
37.020725,74.99062,normal
-58.330677,29.975555,normal
-70.88419,38.57973,normal
-60.932793,-8.845097,normal
-1.7258594,32.15269,normal
-30.653795,55.251488,normal
-56.425846,2.262941,normal
-1.3816419,104.25746,normal
7.324653,66.75573,normal
34.463245,-63.09441,normal
-36.54685,-78.61275,normal
48.042572,76.75261,normal
-15.626419,44.907448,normal
10.560893,-85.5969,normal
-75.14366,-18.798977,normal
1.566088,-30.998957,normal
-45.800922,58.129402,normal
90.89987,22.054909,normal
27.616837,16.548754,normal
-45.27392,-31.499454,normal
55.45848,-28.417492,normal
-20.255386,-71.064514,normal
60.236984,27.089853,normal
-1.5196053,32.557163,normal
9.817086,-66.286125,normal
17.074299,56.387096,normal
-51.728912,-58.235935,normal
-19.232767,39.77854,normal
91.955666,-43.459007,normal
28.01874,71.62771,normal
-15.989395,43.093533,normal
-95.43878,11.670886,normal
64.99385,-18.921097,normal
54.321625,21.821768,normal
15.995293,-35.885563,normal
-24.85677,13.084461,normal
-24.41527,-60.239983,normal
-40.347317,76.359146,normal
-59.61584,44.98574,normal
52.929527,-33.062317,normal
-25.225945,5.94026,normal
-82.12579,-19.819101,normal
-4.80069,34.3598,normal
6.101073,-34.16133,normal
-34.464294,73.27032,normal
-81.68755,-23.001917,normal
10.487351,-107.963715,normal
76.28573,-38.758915,normal
-76.91523,4.8577886,normal
-62.75277,28.540405,normal
95.536385,-2.2676578,normal
20.113495,61.42559,normal
-70.94914,37.375214,normal
-60.998425,-8.811666,normal
-28.571842,-70.49851,normal
-8.086377,-41.298485,normal
73.62832,-61.2628,normal
-49.385628,62.98907,normal
-10.668099,-28.21587,normal
20.46354,27.309074,normal
-26.855246,63.68388,normal
-90.64676,-17.298223,normal
-38.218014,50.550762,normal
-40.816803,65.851456,normal
9.437933,-57.78449,normal
26.523222,-70.454895,normal
78.70015,-36.533344,normal
-4.1948514,109.139366,normal
14.90793,23.74526,normal
43.3296,76.93392,normal
65.970856,-17.299795,normal
-56.758667,31.86144,normal
-89.65634,-40.115227,normal
-27.146624,75.21961,normal
5.8013353,-0.98680556,normal
-100.70904,6.0592694,normal
0.39617556,-62.448513,normal
91.878746,19.37743,normal
-7.294434,-99.0445,normal
20.252102,5.7514644,normal
-9.843916,-29.971748,normal
-61.51449,54.157402,normal
-74.54373,-38.44251,normal
-16.839975,-13.533129,normal
-5.680564,110.337906,normal
-58.35977,14.185949,normal
-33.22283,34.659473,normal
-10.1622505,35.09763,normal
-4.800383,-1.1106056,normal
22.64395,-91.625565,normal
54.047855,-66.90435,normal
93.88838,9.775146,normal
94.67502,10.242756,normal
50.170517,37.790047,normal
36.152878,-38.47194,normal
-29.251303,62.602894,normal
-33.78384,-73.53909,normal
92.6532,41.596397,normal
-49.602432,31.558931,normal
-30.958687,55.890564,normal
-33.989357,73.43195,normal
25.784624,-102.87963,normal
-21.665903,23.042463,normal
16.94487,86.456566,normal
100.51219,-25.59253,normal
27.588263,-43.123432,normal
-0.4677742,-42.1615,normal
-15.607939,12.411217,normal
-43.404526,45.776665,normal
-33.903156,67.019264,normal
-83.5885,3.061401,normal
-1.1748607,103.17511,normal
29.246788,-85.955864,normal
-23.933283,37.766098,normal
2.892011,-67.06517,normal
-25.244501,38.243526,normal
3.935046,-86.210335,normal
55.60446,21.242212,normal
103.77476,25.29915,normal
-1.7141687,32.067333,normal
-81.0938,-39.65053,normal
-26.675348,-18.98162,normal
28.467987,-41.638226,normal
58.983948,-3.4061115,normal
87.24373,44.382,normal
23.992512,-105.35615,normal
21.675856,30.992313,normal
-79.45148,-50.743896,normal
-91.65825,-34.18557,normal
-9.685984,-10.974723,normal
-34.412315,79.36634,normal
3.1045556,-26.889814,normal
-39.23406,84.64749,normal
-38.58044,72.44454,normal
17.858978,-2.9657807,normal
6.6740794,70.23892,normal
-19.116415,42.45579,normal
-36.671597,-48.780746,normal
98.37989,-7.1823907,normal
91.762405,18.665245,normal
-21.920586,37.033813,normal
41.9442,-30.524122,normal
-61.387524,55.80059,normal
-35.32643,78.19408,normal
-30.61191,1.1935021,normal
